219	2048
220	2049
221	2049
222	2048
223	2048
224	2049
225	2049
226	2048
227	2049
228	2049
229	2048
230	2048
231	2049
232	2049
233	2048
234	2048
235	2049
236	2049
237	2048
238	2048
239	2049
240	2049
241	2048
242	2048
243	2049
244	2048
245	2048
246	2049
247	2049
248	2048
249	2048
250	2049
251	2049
252	2048
253	2048
254	2049
255	2049
256	2048
257	2048
258	2049
259	2049
260	2048
261	2049
262	2049
263	2048
264	2048
265	2049
266	2049
267	2048
268	2048
269	2049
270	2049
271	2048
272	2048
273	2049
274	2049
275	2048
276	2048
277	2049
278	2049
279	2048
280	2049
281	2049
282	2048
283	2048
284	2049
285	2049
286	2048
287	2048
288	2049
289	2049
290	2048
291	2048
292	2049
293	2049
294	2048
295	2048
296	2049
297	2048
298	2048
299	2049
300	2049
301	2048
302	2048
303	2049
304	2049
305	2048
306	2048
307	2049
308	2049
309	2048
310	2048
311	2049
312	2049
313	2048
314	2049
315	2049
316	2048
317	2048
318	2049
319	2049
320	2048
321	2048
322	2049
323	2049
324	2048
325	2048
326	2049
327	2049
328	2048
329	2048
330	2049
331	2048
332	2048
333	2049
334	2049
335	2048
336	2048
337	2049
338	2049
339	2048
340	2048
341	2049
342	2049
343	2048
344	2048
345	2049
346	2049
347	2048
348	2049
349	2049
350	2048
351	2048
352	2049
353	2049
354	2048
355	2048
356	2049
357	2049
358	2048
359	2048
360	2049
361	2049
362	2048
363	2048
364	2049
365	2048
366	2048
367	2049
368	2049
369	2048
370	2048
371	2049
372	2049
373	2048
374	2048
375	2049
376	2049
377	2048
378	2048
379	2049
380	2049
381	2048
382	2048
383	2049
384	2048
385	2048
386	2049
387	2049
388	2048
389	2048
390	2049
391	2049
392	2048
393	2048
394	2049
395	2049
396	2048
397	2048
398	2049
399	2049
400	2048
401	2049
402	2049
403	2048
404	2048
405	2049
406	2049
407	2048
408	2048
409	2049
410	2049
411	2048
412	2048
413	2049
414	2049
415	2048
416	2048
417	2049
418	2048
419	2048
420	2049
421	2049
422	2048
423	2048
424	2049
425	2049
426	2048
427	2048
428	2049
429	2049
430	2048
431	2048
432	2049
433	2049
434	2048
435	2049
436	2049
437	2048
438	2048
439	2049
440	2049
441	2048
442	2048
443	2049
444	2049
445	2048
446	2048
447	2049
448	2049
449	2048
450	2048
451	2049
452	2048
453	2048
454	2049
455	2049
456	2048
457	2048
458	2049
459	2049
460	2048
461	2048
462	2049
463	2049
464	2048
465	2048
466	2049
467	2049
468	2048
469	2049
470	2049
471	2048
472	2048
473	2049
474	2049
475	2048
476	2048
477	2049
478	2049
479	2048
480	2048
481	2049
482	2049
483	2048
484	2048
485	2049
486	2049
487	2048
488	2049
489	2049
490	2048
491	2048
492	2049
493	2049
494	2048
495	2048
496	2049
497	2049
498	2048
499	2048
500	2049
501	2049
502	2048
503	2048
504	2049
505	2048
506	2048
507	2049
508	2049
509	2048
510	2048
511	2049
512	2049
513	2048
514	2048
515	2049
516	2049
517	2048
518	2048
519	2049
520	2049
521	2048
522	2049
523	2049
524	2048
525	2048
526	2049
527	2049
528	2048
529	2048
530	2049
531	2049
532	2048
533	2048
534	2049
535	2049
536	2048
537	2048
538	2049
539	2048
540	2048
541	2049
542	2049
543	2048
544	2048
545	2049
546	2049
547	2048
548	2048
549	2049
550	2049
551	2048
552	2048
553	2049
554	2049
555	2048
556	2049
557	2049
558	2048
559	2048
560	2049
561	2049
562	2048
563	2048
564	2049
565	2049
566	2048
567	2048
568	2049
569	2049
570	2048
571	2048
572	2049
573	2048
574	2048
575	2049
576	2049
577	2048
578	2048
579	2049
580	2049
581	2048
582	2048
583	2049
584	2049
585	2048
586	2048
587	2049
588	2049
589	2048
590	2048
591	2049
592	2048
593	2048
594	2049
595	2049
596	2048
597	2048
598	2049
599	2049
600	2048
601	2048
602	2049
603	2049
604	2048
605	2048
606	2049
607	2049
608	2048
609	2049
610	2049
611	2048
612	2048
613	2049
614	2049
615	2048
616	2048
617	2049
618	2049
619	2048
620	2048
621	2049
622	2049
623	2048
624	2048
625	2049
626	2048
627	2048
628	2049
629	2049
630	2048
631	2048
632	2049
633	2049
634	2048
635	2048
636	2049
637	2049
638	2048
639	2048
640	2049
641	2049
642	2048
643	2049
644	2049
645	2048
646	2048
647	2049
648	2049
649	2048
650	2048
651	2049
652	2049
653	2048
654	2048
655	2049
656	2049
657	2048
658	2048
659	2049
660	2048
661	2048
662	2049
663	2049
664	2048
665	2048
666	2049
667	2049
668	2048
669	2048
670	2049
671	2049
672	2048
673	2048
674	2049
675	2049
676	2048
677	2049
678	2049
679	2048
680	2048
681	2049
682	2049
683	2048
684	2048
685	2049
686	2049
687	2048
688	2048
689	2049
690	2049
691	2048
692	2048
693	2049
694	2049
695	2048
696	2049
697	2049
698	2048
699	2048
700	2049
701	2049
702	2048
703	2048
704	2049
705	2049
706	2048
707	2048
708	2049
709	2049
710	2048
711	2048
712	2049
713	2048
714	2048
715	2049
716	2049
717	2048
718	2048
719	2049
720	2049
721	2048
722	2048
723	2049
724	2049
725	2048
726	2048
727	2049
728	2049
729	2048
730	2049
731	2049
732	2048
733	2048
734	2049
735	2049
736	2048
737	2048
738	2049
739	2049
740	2048
741	2048
742	2049
743	2049
744	2048
745	2048
746	2049
747	2048
748	2047
749	2049
750	2050
751	2048
752	2047
753	2049
754	2049
755	2048
756	2048
757	2050
758	2049
759	2047
760	2048
761	2050
762	2049
763	2047
764	2049
765	2050
766	2048
767	2047
768	2049
769	2050
770	2047
771	2047
772	2050
773	2050
774	2046
775	2047
776	2051
777	2050
778	2046
779	2048
780	2052
781	2048
782	2045
783	2049
784	2052
785	2047
786	2045
787	2051
788	2052
789	2046
790	2045
791	2052
792	2051
793	2044
794	2047
795	2054
796	2050
797	2043
798	2048
799	2054
800	2048
801	2042
802	2051
803	2055
804	2045
805	2043
806	2053
807	2054
808	2042
809	2044
810	2056
811	2052
812	2040
813	2046
814	2058
815	2049
816	2039
817	2050
818	2059
819	2045
820	2038
821	2054
822	2058
823	2041
824	2040
825	2058
826	2056
827	2037
828	2043
829	2062
830	2052
831	2034
832	2047
833	2064
834	2047
835	2032
836	2053
837	2065
838	2040
839	2033
840	2060
841	2063
842	2034
843	2036
844	2066
845	2058
846	2028
847	2042
848	2071
849	2051
850	2024
851	2050
852	2074
853	2042
854	2023
855	2060
856	2073
857	2032
858	2026
859	2070
860	2068
861	2022
862	2033
863	2079
864	2059
865	2014
866	2043
867	2085
868	2047
869	2011
870	2057
871	2087
872	2033
873	2012
874	2072
875	2083
876	2018
877	2019
878	2086
879	2073
880	2005
881	2031
882	2097
883	2057
884	1996
885	2049
886	2103
887	2038
888	1994
889	2070
890	2102
891	2017
892	1999
893	2090
894	2092
895	1997
896	2013
897	2109
898	2074
899	1981
900	2034
901	2121
902	2050
903	1973
904	2061
905	2124
906	2022
907	1975
908	2089
909	2117
910	1994
911	1988
912	2117
913	2099
914	1969
915	2011
916	2137
917	2071
918	1953
919	2043
920	2148
921	2035
922	1948
923	2080
924	2146
925	1998
926	1957
927	2118
928	2130
929	1962
930	1980
931	2150
932	2100
933	1935
934	2016
935	2171
936	2059
937	1921
938	2061
939	2177
940	2012
941	1923
942	2109
943	2166
944	1965
945	1943
946	2154
947	2137
948	1924
949	1980
950	2188
951	2093
952	1898
953	2031
954	2206
955	2038
956	1890
957	2089
958	2204
959	1979
960	1903
961	2146
962	2179
963	1925
964	1938
965	2195
966	2135
967	1884
968	1991
969	2227
970	2075
971	1862
972	2056
973	2237
974	2007
975	1864
976	2125
977	2222
978	1939
979	1892
980	2188
981	2182
982	1883
983	1943
984	2236
985	2121
986	1845
987	2012
988	2262
989	2047
990	1833
991	2090
992	2259
993	1969
994	1850
995	2166
996	2228
997	1897
998	1894
999	2230
1000	2172
1001	1843
1002	1961
1003	2272
1004	2096
1005	1814
1006	2043
1007	2286
1008	2011
1009	1816
1010	2129
1011	2268
1012	1928
1013	1849
1014	2206
1015	2220
1016	1858
1017	1910
1018	2265
1019	2149
1020	1813
1021	1991
1022	2296
1023	2062
1024	1797
1025	2081
1026	2295
1027	1971
1028	1815
1029	2168
1030	2261
1031	1890
1032	1864
1033	2241
1034	2198
1035	1829
1036	1938
1037	2288
1038	2115
1039	1796
1040	2027
1041	2304
1042	2023
1043	1797
1044	2119
1045	2287
1046	1935
1047	1831
1048	2201
1049	2238
1050	1862
1051	1893
1052	2263
1053	2165
1054	1814
1055	1975
1056	2296
1057	2077
1058	1797
1059	2066
1060	2295
1061	1987
1062	1814
1063	2152
1064	2263
1065	1907
1066	1861
1067	2223
1068	2203
1069	1847
1070	1931
1071	2270
1072	2125
1073	1815
1074	2014
1075	2286
1076	2039
1077	1815
1078	2100
1079	2271
1080	1958
1081	1845
1082	2175
1083	2227
1084	1891
1085	1900
1086	2231
1087	2163
1088	1848
1089	1972
1090	2260
1091	2086
1092	1833
1093	2050
1094	2261
1095	2009
1096	1846
1097	2124
1098	2235
1099	1940
1100	1885
1101	2184
1102	2186
1103	1890
1104	1942
1105	2223
1106	2122
1107	1863
1108	2010
1109	2238
1110	2053
1111	1862
1112	2078
1113	2226
1114	1988
1115	1885
1116	2137
1117	2193
1118	1935
1119	1927
1120	2181
1121	2144
1122	1902
1123	1981
1124	2204
1125	2086
1126	1889
1127	2040
1128	2206
1129	2029
1130	1898
1131	2095
1132	2187
1133	1978
1134	1926
1135	2139
1136	2152
1137	1942
1138	1966
1139	2167
1140	2107
1141	1922
1142	2014
1143	2178
1144	2059
1145	1921
1146	2061
1147	2171
1148	2015
1149	1936
1150	2102
1151	2149
1152	1979
1153	1963
1154	2131
1155	2116
1156	1956
1157	1999
1158	2147
1159	2079
1160	1948
1161	2037
1162	2148
1163	2042
1164	1953
1165	2072
1166	2137
1167	2010
1168	1970
1169	2100
1170	2116
1171	1987
1172	1995
1173	2118
1174	2088
1175	1975
1176	2023
1177	2124
1178	2059
1179	1973
1180	2051
1181	2121
1182	2033
1183	1982
1184	2075
1185	2108
1186	2012
1187	1998
1188	2093
1189	2090
1190	1999
1191	2018
1192	2102
1193	2069
1194	1994
1195	2039
1196	2103
1197	2048
1198	1996
1199	2058
1200	2097
1201	2031
1202	2005
1203	2073
1204	2086
1205	2018
1206	2018
1207	2083
1208	2071
1209	2011
1210	2033
1211	2087
1212	2056
1213	2010
1214	2048
1215	2085
1216	2043
1217	2015
1218	2060
1219	2079
1220	2032
1221	2022
1222	2069
1223	2070
1224	2025
1225	2032
1226	2073
1227	2060
1228	2023
1229	2042
1230	2074
1231	2050
1232	2024
1233	2052
1234	2071
1235	2042
1236	2028
1237	2059
1238	2066
1239	2036
1240	2034
1241	2063
1242	2060
1243	2032
1244	2041
1245	2065
1246	2053
1247	2032
1248	2047
1249	2064
1250	2047
1251	2034
1252	2053
1253	2062
1254	2042
1255	2037
1256	2056
1257	2058
1258	2039
1259	2041
1260	2058
1261	2054
1262	2038
1263	2045
1264	2059
1265	2050
1266	2039
1267	2049
1268	2058
1269	2046
1270	2040
1271	2052
1272	2056
1273	2044
1274	2043
1275	2054
1276	2053
1277	2043
1278	2045
1279	2055
1280	2051
1281	2042
1282	2048
1283	2054
1284	2048
1285	2043
1286	2050
1287	2054
1288	2047
1289	2044
1290	2051
1291	2052
1292	2045
1293	2046
1294	2052
1295	2051
1296	2045
1297	2047
1298	2052
1299	2049
1300	2045
1301	2049
1302	2052
1303	2048
1304	2046
1305	2050
1306	2051
1307	2047
1308	2046
1309	2050
1310	2050
1311	2047
1312	2047
1313	2050
1314	2049
1315	2047
1316	2048
1317	2050
1318	2049
1319	2047
1320	2049
1321	2050
1322	2048
1323	2047
1324	2049
1325	2050
1326	2048
1327	2048
1328	2049
1329	2049
1330	2047
1331	2048
1332	2050
1333	2049
1334	2047
1335	2048
1336	2049
1337	2048
1338	2048
1339	2049
1340	2049
1341	2048
1342	2048
1343	2049
1344	2049
1345	2048
1346	2048
1347	2049
1348	2049
1349	2048
1350	2048
1351	2049
1352	2049
1353	2048
1354	2049
1355	2049
1356	2048
1357	2048
1358	2049
1359	2049
1360	2048
1361	2048
1362	2049
1363	2049
1364	2048
1365	2048
1366	2049
1367	2049
1368	2048
1369	2048
1370	2049
1371	2048
1372	2048
1373	2049
1374	2049
1375	2048
1376	2048
1377	2049
1378	2049
1379	2048
1380	2048
1381	2049
1382	2049
1383	2048
1384	2048
1385	2049
1386	2049
1387	2048
1388	2049
1389	2049
1390	2048
1391	2048
1392	2049
1393	2049
1394	2048
1395	2048
1396	2049
1397	2049
1398	2048
1399	2048
1400	2049
1401	2049
1402	2048
1403	2048
1404	2049
1405	2048
1406	2048
1407	2049
1408	2049
1409	2048
1410	2048
1411	2049
1412	2049
1413	2048
1414	2048
1415	2049
1416	2049
1417	2048
1418	2048
1419	2049
1420	2049
1421	2048
1422	2048
1423	2049
1424	2048
1425	2048
1426	2049
1427	2049
1428	2048
1429	2048
1430	2049
1431	2049
1432	2048
1433	2048
1434	2049
1435	2049
1436	2048
1437	2048
1438	2049
1439	2049
1440	2048
1441	2049
1442	2049
1443	2048
1444	2048
1445	2049
1446	2049
1447	2048
1448	2048
1449	2049
1450	2049
1451	2048
1452	2048
1453	2049
1454	2049
1455	2048
1456	2048
1457	2049
1458	2048
1459	2048
1460	2049
1461	2049
1462	2048
1463	2048
1464	2049
1465	2049
1466	2048
1467	2048
1468	2049
1469	2049
1470	2048
1471	2048
1472	2049
1473	2049
1474	2048
1475	2049
1476	2049
1477	2048
1478	2048
1479	2049
1480	2049
1481	2048
1482	2048
1483	2049
1484	2049
1485	2048
1486	2048
1487	2049
1488	2049
1489	2048
1490	2048
1491	2049
1492	2048
1493	2048
1494	2049
1495	2049
1496	2048
1497	2048
1498	2049
1499	2049
1500	2048
1501	2048
1502	2049
1503	2049
1504	2048
1505	2048
1506	2049
1507	2049
1508	2048
1509	2049
1510	2049
1511	2048
1512	2048
1513	2049
1514	2049
1515	2048
1516	2048
1517	2049
1518	2049
1519	2048
1520	2048
1521	2049
1522	2049
1523	2048
1524	2048
1525	2049
1526	2049
1527	2048
1528	2049
1529	2049
1530	2048
1531	2048
1532	2049
1533	2049
1534	2048
1535	2048
1536	2049
1537	2049
1538	2048
1539	2048
1540	2049
1541	2049
1542	2048
1543	2048
1544	2049
1545	2048
1546	2048
1547	2049
1548	2049
1549	2048
1550	2048
1551	2049
1552	2049
1553	2048
1554	2048
1555	2049
1556	2049
1557	2048
1558	2048
1559	2049
1560	2049
1561	2048
1562	2049
1563	2049
1564	2048
1565	2048
1566	2049
1567	2049
1568	2048
1569	2048
1570	2049
1571	2049
1572	2048
1573	2048
1574	2049
1575	2049
1576	2048
1577	2048
1578	2049
1579	2048
1580	2048
1581	2049
1582	2049
1583	2048
1584	2048
1585	2049
1586	2049
1587	2048
1588	2048
1589	2049
1590	2049
1591	2048
1592	2048
1593	2049
1594	2049
1595	2048
1596	2049
1597	2049
1598	2048
1599	2048
1600	2049
1601	2049
1602	2048
1603	2048
1604	2049
1605	2049
1606	2048
1607	2048
1608	2049
1609	2049
1610	2048
1611	2048
1612	2049
1613	2048
1614	2048
1615	2049
1616	2049
1617	2048
1618	2048
1619	2049
1620	2049
1621	2048
1622	2048
1623	2049
1624	2049
1625	2048
1626	2048
1627	2049
1628	2049
1629	2048
1630	2048
1631	2049
1632	2048
1633	2048
1634	2049
1635	2049
1636	2048
1637	2048
1638	2049
1639	2049
1640	2048
1641	2048
1642	2049
1643	2049
1644	2048
1645	2048
1646	2049
1647	2049
1648	2048
1649	2049
1650	2049
1651	2048
1652	2048
1653	2049
1654	2049
1655	2048
1656	2048
1657	2049
1658	2049
1659	2048
1660	2048
1661	2049
1662	2049
1663	2048
1664	2048
1665	2049
1666	2048
1667	2048
1668	2049
1669	2049
1670	2048
1671	2048
1672	2049
1673	2049
1674	2048
1675	2048
1676	2049
1677	2049
1678	2048
1679	2048
1680	2049
1681	2049
1682	2048
1683	2049
1684	2049
1685	2048
1686	2048
1687	2049
1688	2049
1689	2048
1690	2048
1691	2049
1692	2049
1693	2048
1694	2048
1695	2049
1696	2049
1697	2048
1698	2048
1699	2049
1700	2048
1701	2048
1702	2049
1703	2049
1704	2048
1705	2048
1706	2049
1707	2049
1708	2048
1709	2048
1710	2049
1711	2049
1712	2048
1713	2048
1714	2049
1715	2049
1716	2048
1717	2049
1718	2049
1719	2048
1720	2048
1721	2049
1722	2049
1723	2048
1724	2048
1725	2049
1726	2049
1727	2048
1728	2048
1729	2049
1730	2049
1731	2048
1732	2048
1733	2049
1734	2049
1735	2048
1736	2049
1737	2049
1738	2048
1739	2048
1740	2049
1741	2049
1742	2048
1743	2048
1744	2049
1745	2049
1746	2048
1747	2048
1748	2049
1749	2049
1750	2048
1751	2048
1752	2049
1753	2048
1754	2048
1755	2049
1756	2049
1757	2048
1758	2048
1759	2049
1760	2049
1761	2048
1762	2048
1763	2049
1764	2049
1765	2048
1766	2048
1767	2049
1768	2049
1769	2048
1770	2049
1771	2049
1772	2048
1773	2048
1774	2049
1775	2049
1776	2048
1777	2048
1778	2049
1779	2049
1780	2048
1781	2048
1782	2049
1783	2049
1784	2048
1785	2048
1786	2049
1787	2048
1788	2048
1789	2049
1790	2049
1791	2048
1792	2048
1793	2049
1794	2049
1795	2048
1796	2048
1797	2049
1798	2049
1799	2048
1800	2048
1801	2049
1802	2049
1803	2048
1804	2049
1805	2049
1806	2048
1807	2048
1808	2049
1809	2049
1810	2048
1811	2048
1812	2049
1813	2049
1814	2048
1815	2048
1816	2049
1817	2049
1818	2048
1819	2048
1820	2049
1821	2048
1822	2048
1823	2049
1824	2049
1825	2048
1826	2048
1827	2049
1828	2049
1829	2048
1830	2048
1831	2049
1832	2049
1833	2048
1834	2048
1835	2049
1836	2049
1837	2048
1838	2048
1839	2049
1840	2048
1841	2048
1842	2049
1843	2049
1844	2048
1845	2048
1846	2049
1847	2049
1848	2048
1849	2048
1850	2049
1851	2049
1852	2048
1853	2048
1854	2049
1855	2049
1856	2048
1857	2049
1858	2049
1859	2048
1860	2048
1861	2049
1862	2049
1863	2048
1864	2048
1865	2049
1866	2049
1867	2048
1868	2048
1869	2049
1870	2049
1871	2048
1872	2048
1873	2049
1874	2048
1875	2048
1876	2049
1877	2049
1878	2048
1879	2048
1880	2049
1881	2049
1882	2048
1883	2048
1884	2049
1885	2049
1886	2048
1887	2048
1888	2049
1889	2049
1890	2048
1891	2049
1892	2049
1893	2048
1894	2048
1895	2049
1896	2049
1897	2048
1898	2048
1899	2049
1900	2049
1901	2048
1902	2048
1903	2049
1904	2049
1905	2048
1906	2048
1907	2049
1908	2048
1909	2048
1910	2049
1911	2049
1912	2048
1913	2048
1914	2049
1915	2049
1916	2048
1917	2048
1918	2049
1919	2049
1920	2048
1921	2048
1922	2049
1923	2049
1924	2048
1925	2049
1926	2049
1927	2048
1928	2048
1929	2049
1930	2049
1931	2048
1932	2048
1933	2049
1934	2049
1935	2048
1936	2048
1937	2049
1938	2049
1939	2048
1940	2048
1941	2049
1942	2049
1943	2048
1944	2049
1945	2049
1946	2048
1947	2048
1948	2049
1949	2049
1950	2048
1951	2048
1952	2049
1953	2049
1954	2048
1955	2048
1956	2049
1957	2049
1958	2048
1959	2048
1960	2049
1961	2048
1962	2048
1963	2049
1964	2049
1965	2048
1966	2048
1967	2049
1968	2049
1969	2048
1970	2048
1971	2049
1972	2049
1973	2048
1974	2048
1975	2049
1976	2049
1977	2048
1978	2049
1979	2049
1980	2048
1981	2048
1982	2049
1983	2049
1984	2048
1985	2048
1986	2049
1987	2049
1988	2048
1989	2048
1990	2049
1991	2049
1992	2048
1993	2048
1994	2049
1995	2048
1996	2048
1997	2049
1998	2049
1999	2048
2000	2048
2001	2049
2002	2049
2003	2048
2004	2048
2005	2049
2006	2049
2007	2048
2008	2048
2009	2049
2010	2049
2011	2048
2012	2049
2013	2049
2014	2048
2015	2048
2016	2049
2017	2049
2018	2048
2019	2048
2020	2049
2021	2049
2022	2048
2023	2048
2024	2049
2025	2049
2026	2048
2027	2048
2028	2049
2029	2048
2030	2048
2031	2049
2032	2049
2033	2048
2034	2048
2035	2049
2036	2049
2037	2048
2038	2048
2039	2049
2040	2049
2041	2048
2042	2048
2043	2049
2044	2049
2045	2048
2046	2048
2047	2049
2048	2048
